12V,,,,
-1.7,-0.6,-0.05,0.6,1.3
-1.19,-0.49,0.21,0.88,1.47
-1.2,-0.81,0,0.72,1.37
-1.43,-0.58,0.04,0.77,1.4
-1.45,-0.67,-0.03,0.78,1.5
